image_id,chest,arm,side,zone,overlap,position,size,seed,orig_w,orig_h,crop_x0,crop_y0,crop_side,scale,lung_pct,lung_x0,lung_y0,lung_x1,lung_y1,cx,cy,mask_x0,mask_y0,mask_x1,mask_y1,mask_px_requested,mask_px_achieved,edit_inside,local_std,edit_norm,cnr,structure_density,density_spread,det_edited,det_background,gain,n_boxes,coord_space,prompt,skip_ratio,guidance,steps,radedit_twin,patch_src,patch_idx,patch_side_px,scale_factor,paste_shift,lesion_contrast,dest_core_std
c0008_right_mid_on_structure_small__cp,c0008,copypaste,right,mid,on_structure,medial,small,1495252733,2393,2112,140,0,2112,0.24242,45,0.4688,0.1094,0.8281,0.8633,0.5432,0.4863,0.4973,0.4404,0.5891,0.5322,47,47.0,,59.21,,,1.2028,0.7519,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0008_right_mid_on_structure_small,n0583,0,126,0.373,-0.0269,-0.0011,0.0977
c0008_right_mid_clear_medium__cp,c0008,copypaste,right,mid,clear,medial,medium,1857305152,2393,2112,140,0,2112,0.24242,45,0.4688,0.1094,0.8281,0.8633,0.613,0.4863,0.5544,0.4277,0.6716,0.5449,60,60.0,,42.5,,,0.6223,0.6589,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0008_right_mid_clear_medium,n0298,0,105,0.571,0.0928,0.0399,0.1114
c0008_right_mid_moderate_medium__cp,c0008,copypaste,right,mid,moderate,lateral,medium,220263694,2393,2112,140,0,2112,0.24242,45,0.4688,0.1094,0.8281,0.8633,0.7075,0.4863,0.6489,0.4277,0.7661,0.5449,60,60.0,,32.44,,,0.853,0.6589,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0008_right_mid_moderate_medium,n1082,0,242,0.248,0.228,0.172,0.0786
c0008_right_mid_on_structure_medium__cp,c0008,copypaste,right,mid,on_structure,medial,medium,1912473678,2393,2112,140,0,2112,0.24242,45,0.4688,0.1094,0.8281,0.8633,0.5539,0.4863,0.4953,0.4277,0.6125,0.5449,60,60.0,,63.46,,,1.0895,0.6589,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0008_right_mid_on_structure_medium,n0797,0,84,0.714,0.2925,0.1781,0.1309
c0008_right_mid_clear_large__cp,c0008,copypaste,right,mid,clear,medial,large,1573876383,2393,2112,140,0,2112,0.24242,45,0.4688,0.1094,0.8281,0.8633,0.6381,0.4863,0.5658,0.4141,0.7103,0.5586,74,74.0,,43.08,,,0.6249,0.5336,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0008_right_mid_clear_large,n0701,0,119,0.622,-0.1573,0.0417,0.1092
c0008_right_mid_moderate_large__cp,c0008,copypaste,right,mid,moderate,lateral,large,1587887138,2393,2112,140,0,2112,0.24242,45,0.4688,0.1094,0.8281,0.8633,0.69,0.4863,0.6177,0.4141,0.7622,0.5586,74,74.0,,38.87,,,0.8049,0.5336,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0008_right_mid_moderate_large,n1073,0,186,0.398,0.0082,0.113,0.1017
c0008_right_mid_on_structure_large__cp,c0008,copypaste,right,mid,on_structure,medial,large,1201073288,2393,2112,140,0,2112,0.24242,45,0.4688,0.1094,0.8281,0.8633,0.5654,0.4863,0.4931,0.4141,0.6377,0.5586,74,74.0,,63.75,,,0.9678,0.5336,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0008_right_mid_on_structure_large,n0899,0,80,0.925,-0.0588,-0.0223,0.162
c0008_right_lower_clear_small__cp,c0008,copypaste,right,lower,clear,lateral,small,886960637,2393,2112,140,0,2112,0.24242,45,0.4688,0.1094,0.8281,0.8633,0.7142,0.6974,0.6683,0.6515,0.7601,0.7433,47,47.0,,28.93,,,0.6245,0.8628,,0.2955,,,fraction_of_image,copy-paste,0.3,7.5,200,c0008_right_lower_clear_small,n0146,0,230,0.204,-0.205,-0.0138,0.0503
c0008_right_lower_moderate_small__cp,c0008,copypaste,right,lower,moderate,medial,small,1705343106,2393,2112,140,0,2112,0.24242,45,0.4688,0.1094,0.8281,0.8633,0.6484,0.6974,0.6025,0.6515,0.6943,0.7433,47,47.0,,40.98,,,0.9813,0.8628,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0008_right_lower_moderate_small,n0040,0,100,0.47,0.0909,0.1587,0.1751
c0008_right_lower_on_structure_small__cp,c0008,copypaste,right,lower,on_structure,medial,small,1292434520,2393,2112,140,0,2112,0.24242,45,0.4688,0.1094,0.8281,0.8633,0.5564,0.6974,0.5105,0.6515,0.6023,0.7433,47,47.0,,34.39,,,1.4239,0.8628,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0008_right_lower_on_structure_small,n0971,0,117,0.402,0.43,0.1556,0.0646
c0008_right_lower_clear_medium__cp,c0008,copypaste,right,lower,clear,lateral,medium,1529533633,2393,2112,140,0,2112,0.24242,45,0.4688,0.1094,0.8281,0.8633,0.7193,0.6974,0.6607,0.6388,0.7779,0.756,60,60.0,,33.99,,,0.646,0.7975,,0.2955,,,fraction_of_image,copy-paste,0.3,7.5,200,c0008_right_lower_clear_medium,n0455,0,103,0.583,0.089,0.0484,0.0587
c0008_right_lower_moderate_medium__cp,c0008,copypaste,right,lower,moderate,medial,medium,1932200100,2393,2112,140,0,2112,0.24242,45,0.4688,0.1094,0.8281,0.8633,0.6484,0.6974,0.5898,0.6388,0.707,0.756,60,60.0,,44.37,,,0.9658,0.7975,,0.2955,,,fraction_of_image,copy-paste,0.3,7.5,200,c0008_right_lower_moderate_medium,n0064,0,82,0.732,0.1359,-0.0067,0.1829
c0008_right_lower_on_structure_medium__cp,c0008,copypaste,right,lower,on_structure,medial,medium,1223585234,2393,2112,140,0,2112,0.24242,45,0.4688,0.1094,0.8281,0.8633,0.5539,0.6974,0.4953,0.6388,0.6125,0.756,60,60.0,,41.6,,,1.399,0.7975,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0008_right_lower_on_structure_medium,n0539,0,136,0.441,0.3175,0.1156,0.0688
c0008_right_lower_clear_large__cp,c0008,copypaste,right,lower,clear,lateral,large,1583190458,2393,2112,140,0,2112,0.24242,45,0.4688,0.1094,0.8281,0.8633,0.7211,0.6974,0.6488,0.6252,0.7934,0.7697,74,74.0,,45.49,,,0.6656,0.7382,,0.2955,,,fraction_of_image,copy-paste,0.3,7.5,200,c0008_right_lower_clear_large,n0423,0,118,0.627,0.0465,0.115,0.0688
c0008_right_lower_moderate_large__cp,c0008,copypaste,right,lower,moderate,medial,large,705956983,2393,2112,140,0,2112,0.24242,45,0.4688,0.1094,0.8281,0.8633,0.6484,0.6974,0.5762,0.6252,0.7207,0.7697,74,74.0,,47.06,,,0.9496,0.7382,,0.2955,,,fraction_of_image,copy-paste,0.3,7.5,200,c0008_right_lower_moderate_large,n0486,0,95,0.779,0.2047,0.1133,0.1767
c0008_right_lower_on_structure_large__cp,c0008,copypaste,right,lower,on_structure,medial,large,1497200483,2393,2112,140,0,2112,0.24242,45,0.4688,0.1094,0.8281,0.8633,0.5654,0.6974,0.4931,0.6252,0.6377,0.7697,74,74.0,,57.15,,,1.3733,0.7382,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0008_right_lower_on_structure_large,n0484,0,109,0.679,0.3296,-0.0088,0.0841
c0009_left_upper_clear_small__cp,c0009,copypaste,left,upper,clear,medial,small,41390846,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.3905,0.329,0.3446,0.2831,0.4364,0.3749,47,47.0,,35.01,,,0.5002,1.1265,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_left_upper_clear_small,n0345,0,107,0.439,-0.1064,0.0704,0.1107
c0009_left_upper_moderate_small__cp,c0009,copypaste,left,upper,moderate,lateral,small,2050294536,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.2783,0.329,0.2324,0.2831,0.3242,0.3749,47,47.0,,48.12,,,0.7266,1.1265,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_left_upper_moderate_small,n0543,0,73,0.644,-0.1648,0.0515,0.0625
c0009_left_upper_on_structure_small__cp,c0009,copypaste,left,upper,on_structure,lateral,small,1786050335,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.1942,0.329,0.1483,0.2831,0.24,0.3749,47,47.0,,38.71,,,1.4962,1.1265,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_left_upper_on_structure_small,n0547,0,70,0.671,0.2741,0.1076,0.1691
c0009_left_upper_clear_medium__cp,c0009,copypaste,left,upper,clear,medial,medium,1832435270,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.3799,0.329,0.3213,0.2704,0.4385,0.3876,60,60.0,,40.51,,,0.5022,1.0988,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_left_upper_clear_medium,n1109,0,107,0.561,-0.3456,0.0662,0.1126
c0009_left_upper_moderate_medium__cp,c0009,copypaste,left,upper,moderate,lateral,medium,180315291,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.2783,0.329,0.2197,0.2704,0.3369,0.3876,60,60.0,,56.56,,,0.7047,1.0988,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_left_upper_moderate_medium,n0789,0,74,0.811,-0.0467,0.0022,0.0795
c0009_left_upper_on_structure_medium__cp,c0009,copypaste,left,upper,on_structure,lateral,medium,1551515773,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.1514,0.329,0.0928,0.2704,0.21,0.3876,60,60.0,,41.49,,,1.524,1.0988,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_left_upper_on_structure_medium,n0890,0,106,0.566,0.2938,0.1405,0.0819
c0009_left_upper_clear_large__cp,c0009,copypaste,left,upper,clear,medial,large,1090596532,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.3684,0.329,0.2961,0.2568,0.4407,0.4013,74,74.0,,45.51,,,0.5154,1.0157,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_left_upper_clear_large,n0006,1,115,0.643,0.0882,0.0301,0.1127
c0009_left_upper_moderate_large__cp,c0009,copypaste,left,upper,moderate,lateral,large,598176233,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.2783,0.329,0.2061,0.2568,0.3506,0.4013,74,74.0,,57.18,,,0.6985,1.0157,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_left_upper_moderate_large,n0335,1,95,0.779,-0.148,0.0553,0.0997
c0009_left_upper_on_structure_large__cp,c0009,copypaste,left,upper,on_structure,lateral,large,7582589,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.1882,0.329,0.116,0.2568,0.2605,0.4013,74,74.0,,53.31,,,1.407,1.0157,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_left_upper_on_structure_large,n1115,0,119,0.622,0.0127,0.0487,0.1539
c0009_left_mid_clear_small__cp,c0009,copypaste,left,mid,clear,medial,small,1969459775,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.3485,0.5166,0.3026,0.4707,0.3944,0.5625,47,47.0,,30.59,,,0.4858,1.3179,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_left_mid_clear_small,n0288,1,69,0.681,-0.0353,0.1283,0.1071
c0009_left_mid_moderate_small__cp,c0009,copypaste,left,mid,moderate,lateral,small,1028288029,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.2643,0.5166,0.2184,0.4707,0.3102,0.5625,47,47.0,,24.85,,,0.6389,1.3179,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_left_mid_moderate_small,n0570,0,63,0.746,0.0019,0.1001,0.0885
c0009_left_mid_on_structure_small__cp,c0009,copypaste,left,mid,on_structure,lateral,small,1932883778,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.1661,0.5166,0.1202,0.4707,0.212,0.5625,47,47.0,,54.0,,,1.3764,1.3179,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_left_mid_on_structure_small,n0969,0,81,0.58,0.2192,0.1403,0.1986
c0009_left_mid_clear_medium__cp,c0009,copypaste,left,mid,clear,medial,medium,1600975322,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.3164,0.5166,0.2578,0.458,0.375,0.5752,60,60.0,,27.91,,,0.5345,1.0626,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_left_mid_clear_medium,n0715,0,71,0.845,-0.1996,0.0537,0.0929
c0009_left_mid_moderate_medium__cp,c0009,copypaste,left,mid,moderate,lateral,medium,1605357009,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.2656,0.5166,0.207,0.458,0.3242,0.5752,60,60.0,,33.47,,,0.6063,1.0626,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_left_mid_moderate_medium,n1001,1,60,1.0,-0.1277,0.0595,0.081
c0009_left_mid_on_structure_medium__cp,c0009,copypaste,left,mid,on_structure,lateral,medium,2040388054,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.1768,0.5166,0.1182,0.458,0.2354,0.5752,60,60.0,,56.12,,,1.1919,1.0626,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_left_mid_on_structure_medium,n0173,0,77,0.779,0.1724,0.0289,0.2089
c0009_left_mid_clear_large__cp,c0009,copypaste,left,mid,clear,medial,large,591390748,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.2896,0.5166,0.2173,0.4443,0.3618,0.5889,74,74.0,,31.6,,,0.5682,0.8259,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_left_mid_clear_large,n0570,2,87,0.851,-0.2639,-0.0406,0.0861
c0009_left_mid_moderate_large__cp,c0009,copypaste,left,mid,moderate,medial,large,813335921,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.3571,0.5166,0.2849,0.4443,0.4294,0.5889,74,74.0,,49.07,,,0.6031,0.8259,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_left_mid_moderate_large,n0703,0,234,0.316,0.0048,0.2399,0.1217
c0009_left_mid_on_structure_large__cp,c0009,copypaste,left,mid,on_structure,lateral,large,1717165236,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.1882,0.5166,0.116,0.4443,0.2605,0.5889,74,74.0,,55.32,,,1.0674,0.8259,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_left_mid_on_structure_large,n0384,0,75,0.987,0.2826,0.0903,0.208
c0009_left_lower_clear_small__cp,c0009,copypaste,left,lower,clear,medial,small,1816790010,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.3905,0.7042,0.3446,0.6583,0.4364,0.7501,47,47.0,,41.34,,,0.7614,0.5786,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_left_lower_clear_small,n0641,1,72,0.653,0.1056,0.1309,0.0995
c0009_left_lower_moderate_small__cp,c0009,copypaste,left,lower,moderate,lateral,small,6081593,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.2222,0.7042,0.1763,0.6583,0.2681,0.7501,47,47.0,,34.29,,,0.8523,0.5786,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_left_lower_moderate_small,n1129,0,62,0.758,-0.1636,0.0277,0.0845
c0009_left_lower_on_structure_small__cp,c0009,copypaste,left,lower,on_structure,lateral,small,1197347406,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.1661,0.7042,0.1202,0.6583,0.212,0.7501,47,47.0,,45.04,,,1.0772,0.5786,,0.0683,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_left_lower_on_structure_small,n0834,0,60,0.783,-0.0515,0.0794,0.1
c0009_left_lower_clear_medium__cp,c0009,copypaste,left,lower,clear,medial,medium,687815052,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.3545,0.7042,0.2959,0.6456,0.4131,0.7628,60,60.0,,31.97,,,0.7645,0.4862,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_left_lower_clear_medium,n0349,0,176,0.341,-0.3007,0.0525,0.11
c0009_left_lower_moderate_medium__cp,c0009,copypaste,left,lower,moderate,lateral,medium,2082158423,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.2275,0.7042,0.1689,0.6456,0.2861,0.7628,60,60.0,,35.21,,,0.835,0.4862,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_left_lower_moderate_medium,n0071,0,176,0.341,-0.5925,0.0264,0.0824
c0009_left_lower_on_structure_medium__cp,c0009,copypaste,left,lower,on_structure,lateral,medium,275170350,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.1768,0.7042,0.1182,0.6456,0.2354,0.7628,60,60.0,,53.75,,,1.0489,0.4862,,0.0683,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_left_lower_on_structure_medium,n0192,0,65,0.923,0.2133,0.1091,0.1057
c0009_left_lower_clear_large__cp,c0009,copypaste,left,lower,clear,medial,large,1293579034,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.3684,0.7042,0.2961,0.6319,0.4407,0.7764,74,74.0,,50.22,,,0.7677,0.3826,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_left_lower_clear_large,n0297,0,88,0.841,-0.0978,0.0985,0.1047
c0009_left_lower_moderate_large__cp,c0009,copypaste,left,lower,moderate,lateral,large,1719407860,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.2333,0.7042,0.161,0.6319,0.3055,0.7764,74,74.0,,38.95,,,0.8207,0.3826,,0.0683,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_left_lower_moderate_large,n1005,0,119,0.622,-0.1841,0.0448,0.084
c0009_left_lower_on_structure_large__cp,c0009,copypaste,left,lower,on_structure,lateral,large,44611743,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.1882,0.7042,0.116,0.6319,0.2605,0.7764,74,74.0,,54.85,,,0.9938,0.3826,,0.0683,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_left_lower_on_structure_large,n0296,0,107,0.692,-0.2562,0.0251,0.1136
c0009_right_upper_clear_small__cp,c0009,copypaste,right,upper,clear,medial,small,1546970609,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.7416,0.3242,0.6957,0.2783,0.7875,0.3701,47,47.0,,33.92,,,0.5067,0.924,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_right_upper_clear_small,n0921,2,56,0.839,-0.3296,0.1315,0.0933
c0009_right_upper_moderate_small__cp,c0009,copypaste,right,upper,moderate,medial,small,1660998503,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.6357,0.3242,0.5898,0.2783,0.6816,0.3701,47,47.0,,51.2,,,0.6036,0.924,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_right_upper_moderate_small,n0295,0,48,0.979,0.0439,0.0939,0.1127
c0009_right_upper_on_structure_small__cp,c0009,copypaste,right,upper,on_structure,lateral,small,379421730,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.8609,0.3242,0.815,0.2783,0.9068,0.3701,47,47.0,,35.05,,,1.3433,0.924,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_right_upper_on_structure_small,n0750,2,51,0.922,0.2885,0.0425,0.1228
c0009_right_upper_clear_medium__cp,c0009,copypaste,right,upper,clear,medial,medium,1832611830,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.6715,0.3242,0.6129,0.2656,0.7301,0.3828,60,60.0,,45.03,,,0.5038,0.8483,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_right_upper_clear_medium,n0592,0,97,0.619,-0.059,0.0239,0.1018
c0009_right_upper_moderate_medium__cp,c0009,copypaste,right,upper,moderate,medial,medium,21583176,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.6477,0.3242,0.5891,0.2656,0.7062,0.3828,60,60.0,,57.01,,,0.5422,0.8483,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_right_upper_moderate_medium,n1089,0,97,0.619,-0.1273,0.1215,0.108
c0009_right_upper_on_structure_medium__cp,c0009,copypaste,right,upper,on_structure,lateral,medium,1032309566,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.8502,0.3242,0.7916,0.2656,0.9088,0.3828,60,60.0,,42.41,,,1.2444,0.8483,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_right_upper_on_structure_medium,n0635,0,346,0.173,0.13,0.0886,0.1326
c0009_right_upper_clear_large__cp,c0009,copypaste,right,upper,clear,medial,large,1634622567,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.713,0.3242,0.6407,0.252,0.7852,0.3965,74,74.0,,41.5,,,0.5083,0.7704,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_right_upper_clear_large,n1059,0,145,0.51,-0.0635,0.076,0.1146
c0009_right_upper_moderate_large__cp,c0009,copypaste,right,upper,moderate,lateral,large,1137220794,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.7654,0.3242,0.6931,0.252,0.8376,0.3965,74,74.0,,55.24,,,0.547,0.7704,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_right_upper_moderate_large,n1098,0,81,0.914,0.0412,0.1861,0.1092
c0009_right_upper_on_structure_large__cp,c0009,copypaste,right,upper,on_structure,lateral,large,934687400,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.8387,0.3242,0.7664,0.252,0.911,0.3965,74,74.0,,45.68,,,1.1577,0.7704,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_right_upper_on_structure_large,n0851,0,85,0.871,0.1194,0.0438,0.1523
c0009_right_mid_clear_small__cp,c0009,copypaste,right,mid,clear,medial,small,2057300521,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.7549,0.5156,0.709,0.4697,0.8008,0.5615,47,47.0,,25.39,,,0.3909,0.8367,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_right_mid_clear_small,n0699,0,56,0.839,-0.2501,-0.0468,0.0704
c0009_right_mid_moderate_small__cp,c0009,copypaste,right,mid,moderate,lateral,small,1890593415,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.8211,0.5156,0.7752,0.4697,0.867,0.5615,47,47.0,,38.81,,,0.759,0.8367,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_right_mid_moderate_small,n0967,0,93,0.505,-0.1247,0.051,0.0766
c0009_right_mid_on_structure_small__cp,c0009,copypaste,right,mid,on_structure,medial,small,1580823691,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.6489,0.5156,0.603,0.4697,0.6948,0.5615,47,47.0,,41.94,,,1.0117,0.8367,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_right_mid_on_structure_small,n1130,0,63,0.746,0.1388,0.0896,0.0848
c0009_right_mid_clear_medium__cp,c0009,copypaste,right,mid,clear,medial,medium,569411480,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.7549,0.5156,0.6963,0.457,0.8135,0.5742,60,60.0,,30.23,,,0.4177,0.6677,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_right_mid_clear_medium,n0262,1,83,0.723,-0.1927,0.1952,0.0855
c0009_right_mid_moderate_medium__cp,c0009,copypaste,right,mid,moderate,lateral,medium,1986854706,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.8145,0.5156,0.7559,0.457,0.873,0.5742,60,60.0,,44.48,,,0.7037,0.6677,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_right_mid_moderate_medium,n0628,0,90,0.667,-0.4531,0.0271,0.0839
c0009_right_mid_on_structure_medium__cp,c0009,copypaste,right,mid,on_structure,medial,medium,764184045,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.6477,0.5156,0.5891,0.457,0.7062,0.5742,60,60.0,,54.92,,,0.9867,0.6677,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_right_mid_on_structure_medium,n0154,1,65,0.923,0.0239,0.016,0.1039
c0009_right_mid_clear_large__cp,c0009,copypaste,right,mid,clear,medial,large,336697422,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.7339,0.5156,0.6617,0.4434,0.8062,0.5879,74,74.0,,36.02,,,0.4658,0.524,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_right_mid_clear_large,n0119,1,111,0.667,-0.0893,0.051,0.1012
c0009_right_mid_moderate_large__cp,c0009,copypaste,right,mid,moderate,lateral,large,1331660465,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.8073,0.5156,0.735,0.4434,0.8795,0.5879,74,74.0,,47.13,,,0.6385,0.524,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_right_mid_moderate_large,n0751,0,90,0.822,-0.3264,0.0217,0.0934
c0009_right_mid_on_structure_large__cp,c0009,copypaste,right,mid,on_structure,medial,large,886482405,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.6606,0.5156,0.5883,0.4434,0.7328,0.5879,74,74.0,,59.39,,,0.9084,0.524,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_right_mid_on_structure_large,n0050,0,101,0.733,-0.0523,0.0918,0.1272
c0009_right_lower_clear_small__cp,c0009,copypaste,right,lower,clear,lateral,small,1949357551,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.7946,0.707,0.7487,0.6611,0.8405,0.7529,47,47.0,,27.71,,,0.7709,0.6674,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_right_lower_clear_small,n0809,0,97,0.485,-0.0551,0.0774,0.1049
c0009_right_lower_moderate_small__cp,c0009,copypaste,right,lower,moderate,lateral,small,1425978207,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.8874,0.707,0.8415,0.6611,0.9333,0.7529,47,47.0,,51.5,,,0.9332,0.6674,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_right_lower_moderate_small,n0927,0,114,0.412,-0.0494,0.1178,0.0713
c0009_right_lower_on_structure_small__cp,c0009,copypaste,right,lower,on_structure,medial,small,128569198,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.6754,0.707,0.6295,0.6611,0.7213,0.7529,47,47.0,,26.18,,,1.3604,0.6674,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0009_right_lower_on_structure_small,n0179,0,119,0.395,-0.0287,0.0238,0.0533
