image_id,chest,arm,side,zone,overlap,position,size,seed,orig_w,orig_h,crop_x0,crop_y0,crop_side,scale,lung_pct,lung_x0,lung_y0,lung_x1,lung_y1,cx,cy,mask_x0,mask_y0,mask_x1,mask_y1,mask_px_requested,mask_px_achieved,edit_inside,local_std,edit_norm,cnr,structure_density,density_spread,det_edited,det_background,gain,n_boxes,coord_space,prompt,skip_ratio,guidance,steps
c0009_left_upper_clear_large__null,c0009,null_edit,left,upper,clear,medial,large,1090596532,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.3684,0.329,0.2961,0.2568,0.4407,0.4013,74,74.0,9.7,45.51,0.2131,0.1726,0.5154,1.0157,0.0,0.0,0.0,0,fraction_of_image,"Normal right lung parenchyma, no focal abnormality",0.3,7.5,200
c0009_left_upper_moderate_large,c0009,lesion,left,upper,moderate,lateral,large,598176233,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.2783,0.329,0.2061,0.2568,0.3506,0.4013,74,74.0,59.99,57.18,1.0491,1.3841,0.6985,1.0157,0.938,0.0,0.938,2,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0009_left_upper_on_structure_large,c0009,lesion,left,upper,on_structure,lateral,large,7582589,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.1882,0.329,0.116,0.2568,0.2605,0.4013,74,74.0,9.31,53.31,0.1747,-0.0976,1.407,1.0157,0.0,0.0,0.0,1,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0009_left_mid_clear_small,c0009,lesion,left,mid,clear,medial,small,1969459775,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.3485,0.5166,0.3026,0.4707,0.3944,0.5625,47,47.0,52.19,30.59,1.7061,2.3531,0.4858,1.3179,0.1023,0.0,0.1023,1,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0009_left_mid_moderate_small,c0009,lesion,left,mid,moderate,lateral,small,1028288029,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.2643,0.5166,0.2184,0.4707,0.3102,0.5625,47,47.0,44.72,24.85,1.7995,2.2424,0.6389,1.3179,0.982,0.0,0.982,3,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0009_left_mid_on_structure_small,c0009,lesion,left,mid,on_structure,lateral,small,1932883778,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.1661,0.5166,0.1202,0.4707,0.212,0.5625,47,47.0,6.89,54.0,0.1277,-0.1238,1.3764,1.3179,0.0,0.0,0.0,1,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0009_left_mid_clear_medium,c0009,lesion,left,mid,clear,medial,medium,1600975322,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.3164,0.5166,0.2578,0.458,0.375,0.5752,60,60.0,63.33,27.91,2.2688,2.9866,0.5345,1.0626,0.9605,0.0,0.9605,2,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0009_left_mid_moderate_medium,c0009,lesion,left,mid,moderate,lateral,medium,1605357009,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.2656,0.5166,0.207,0.458,0.3242,0.5752,60,60.0,56.54,33.47,1.6893,2.0544,0.6063,1.0626,0.9858,0.0,0.9858,1,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0009_left_mid_on_structure_medium,c0009,lesion,left,mid,on_structure,lateral,medium,2040388054,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.1768,0.5166,0.1182,0.458,0.2354,0.5752,60,60.0,7.49,56.12,0.1334,-0.0752,1.1919,1.0626,0.9237,0.0,0.9237,2,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0009_left_mid_clear_large,c0009,lesion,left,mid,clear,medial,large,591390748,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.2896,0.5166,0.2173,0.4443,0.3618,0.5889,74,74.0,66.22,31.6,2.0956,2.6198,0.5682,0.8259,0.9691,0.0,0.9691,3,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0009_left_mid_clear_large__null,c0009,null_edit,left,mid,clear,medial,large,591390748,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.2896,0.5166,0.2173,0.4443,0.3618,0.5889,74,74.0,8.98,31.6,0.2842,0.1896,0.5682,0.8259,0.0,0.0,0.0,1,fraction_of_image,"Normal right lung parenchyma, no focal abnormality",0.3,7.5,200
c0009_left_mid_moderate_large,c0009,lesion,left,mid,moderate,medial,large,813335921,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.3571,0.5166,0.2849,0.4443,0.4294,0.5889,74,74.0,57.71,49.07,1.1763,1.5949,0.6031,0.8259,0.5757,0.0,0.5757,2,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0009_left_mid_on_structure_large,c0009,lesion,left,mid,on_structure,lateral,large,1717165236,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.1882,0.5166,0.116,0.4443,0.2605,0.5889,74,74.0,46.34,55.32,0.8378,1.0404,1.0674,0.8259,0.9344,0.0,0.9344,4,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0009_left_lower_clear_small,c0009,lesion,left,lower,clear,medial,small,1816790010,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.3905,0.7042,0.3446,0.6583,0.4364,0.7501,47,47.0,15.56,41.34,0.3763,0.5009,0.7614,0.5786,0.0,0.0,0.0,1,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0009_left_lower_moderate_small,c0009,lesion,left,lower,moderate,lateral,small,6081593,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.2222,0.7042,0.1763,0.6583,0.2681,0.7501,47,47.0,25.41,34.29,0.741,1.0342,0.8523,0.5786,0.6591,0.0,0.6591,1,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0009_left_lower_on_structure_small,c0009,lesion,left,lower,on_structure,lateral,small,1197347406,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.1661,0.7042,0.1202,0.6583,0.212,0.7501,47,47.0,33.41,45.04,0.7417,0.993,1.0772,0.5786,0.8088,0.0683,0.7405,2,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0009_left_lower_clear_medium,c0009,lesion,left,lower,clear,medial,medium,687815052,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.3545,0.7042,0.2959,0.6456,0.4131,0.7628,60,60.0,46.3,31.97,1.4485,1.9627,0.7645,0.4862,0.9266,0.0,0.9266,2,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0009_left_lower_moderate_medium,c0009,lesion,left,lower,moderate,lateral,medium,2082158423,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.2275,0.7042,0.1689,0.6456,0.2861,0.7628,60,60.0,43.28,35.21,1.2294,1.6549,0.835,0.4862,0.9714,0.0,0.9714,3,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0009_left_lower_on_structure_medium,c0009,lesion,left,lower,on_structure,lateral,medium,275170350,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.1768,0.7042,0.1182,0.6456,0.2354,0.7628,60,60.0,36.09,53.75,0.6715,0.9631,1.0489,0.4862,0.9029,0.0683,0.8346,3,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0009_left_lower_clear_large,c0009,lesion,left,lower,clear,medial,large,1293579034,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.3684,0.7042,0.2961,0.6319,0.4407,0.7764,74,74.0,38.98,50.22,0.7763,1.0989,0.7677,0.3826,0.7027,0.0,0.7027,2,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0009_left_lower_clear_large__null,c0009,null_edit,left,lower,clear,medial,large,1293579034,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.3684,0.7042,0.2961,0.6319,0.4407,0.7764,74,74.0,13.09,50.22,0.2607,0.1907,0.7677,0.3826,0.0,0.0,0.0,1,fraction_of_image,"Normal right lung parenchyma, no focal abnormality",0.3,7.5,200
c0009_left_lower_moderate_large,c0009,lesion,left,lower,moderate,lateral,large,1719407860,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.2333,0.7042,0.161,0.6319,0.3055,0.7764,74,74.0,50.67,38.95,1.301,1.6945,0.8207,0.3826,0.8359,0.0683,0.7676,2,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0009_left_lower_on_structure_large,c0009,lesion,left,lower,on_structure,lateral,large,44611743,1948,1528,210,0,1528,0.33508,40,0.0898,0.1816,0.4668,0.8516,0.1882,0.7042,0.116,0.6319,0.2605,0.7764,74,74.0,51.52,54.85,0.9393,1.3065,0.9938,0.3826,0.9547,0.0683,0.8864,3,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0009_right_upper_clear_small,c0009,lesion,right,upper,clear,medial,small,1546970609,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.7416,0.3242,0.6957,0.2783,0.7875,0.3701,47,47.0,35.36,33.92,1.0423,1.3108,0.5067,0.924,0.2696,0.0,0.2696,1,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0009_right_upper_moderate_small,c0009,lesion,right,upper,moderate,medial,small,1660998503,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.6357,0.3242,0.5898,0.2783,0.6816,0.3701,47,47.0,47.48,51.2,0.9273,1.1889,0.6036,0.924,0.6646,0.0,0.6646,4,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0009_right_upper_on_structure_small,c0009,lesion,right,upper,on_structure,lateral,small,379421730,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.8609,0.3242,0.815,0.2783,0.9068,0.3701,47,47.0,16.02,35.05,0.457,0.0992,1.3433,0.924,0.0974,0.0,0.0974,2,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0009_right_upper_clear_medium,c0009,lesion,right,upper,clear,medial,medium,1832611830,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.6715,0.3242,0.6129,0.2656,0.7301,0.3828,60,60.0,52.38,45.03,1.1632,1.5597,0.5038,0.8483,0.9063,0.0,0.9063,1,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0009_right_upper_moderate_medium,c0009,lesion,right,upper,moderate,medial,medium,21583176,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.6477,0.3242,0.5891,0.2656,0.7062,0.3828,60,60.0,50.02,57.01,0.8774,1.1297,0.5422,0.8483,0.6634,0.0,0.6634,3,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0009_right_upper_on_structure_medium,c0009,lesion,right,upper,on_structure,lateral,medium,1032309566,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.8502,0.3242,0.7916,0.2656,0.9088,0.3828,60,60.0,21.1,42.41,0.4975,0.3438,1.2444,0.8483,0.0,0.0,0.0,1,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0009_right_upper_clear_large,c0009,lesion,right,upper,clear,medial,large,1634622567,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.713,0.3242,0.6407,0.252,0.7852,0.3965,74,74.0,58.62,41.5,1.4126,1.8913,0.5083,0.7704,0.8199,0.0,0.8199,2,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0009_right_upper_clear_large__null,c0009,null_edit,right,upper,clear,medial,large,1634622567,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.713,0.3242,0.6407,0.252,0.7852,0.3965,74,74.0,7.26,41.5,0.175,0.0943,0.5083,0.7704,0.0,0.0,0.0,1,fraction_of_image,"Normal left lung parenchyma, no focal abnormality",0.3,7.5,200
c0009_right_upper_moderate_large,c0009,lesion,right,upper,moderate,lateral,large,1137220794,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.7654,0.3242,0.6931,0.252,0.8376,0.3965,74,74.0,52.18,55.24,0.9445,1.2724,0.547,0.7704,0.7549,0.0,0.7549,1,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0009_right_upper_on_structure_large,c0009,lesion,right,upper,on_structure,lateral,large,934687400,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.8387,0.3242,0.7664,0.252,0.911,0.3965,74,74.0,28.66,45.68,0.6275,0.6154,1.1577,0.7704,0.1452,0.0,0.1452,2,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0009_right_mid_clear_small,c0009,lesion,right,mid,clear,medial,small,2057300521,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.7549,0.5156,0.709,0.4697,0.8008,0.5615,47,47.0,28.13,25.39,1.108,1.3968,0.3909,0.8367,0.0,0.0,0.0,0,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0009_right_mid_moderate_small,c0009,lesion,right,mid,moderate,lateral,small,1890593415,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.8211,0.5156,0.7752,0.4697,0.867,0.5615,47,47.0,34.85,38.81,0.8979,1.1542,0.759,0.8367,0.9621,0.0,0.9621,2,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0009_right_mid_on_structure_small,c0009,lesion,right,mid,on_structure,medial,small,1580823691,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.6489,0.5156,0.603,0.4697,0.6948,0.5615,47,47.0,33.61,41.94,0.8014,0.983,1.0117,0.8367,0.0,0.0,0.0,1,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0009_right_mid_clear_medium,c0009,lesion,right,mid,clear,medial,medium,569411480,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.7549,0.5156,0.6963,0.457,0.8135,0.5742,60,60.0,37.14,30.23,1.2287,1.566,0.4177,0.6677,0.4447,0.0,0.4447,1,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0009_right_mid_moderate_medium,c0009,lesion,right,mid,moderate,lateral,medium,1986854706,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.8145,0.5156,0.7559,0.457,0.873,0.5742,60,60.0,49.68,44.48,1.117,1.4743,0.7037,0.6677,0.9735,0.0,0.9735,2,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0009_right_mid_on_structure_medium,c0009,lesion,right,mid,on_structure,medial,medium,764184045,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.6477,0.5156,0.5891,0.457,0.7062,0.5742,60,60.0,34.52,54.92,0.6286,0.7819,0.9867,0.6677,0.0,0.0,0.0,2,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0009_right_mid_clear_large,c0009,lesion,right,mid,clear,medial,large,336697422,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.7339,0.5156,0.6617,0.4434,0.8062,0.5879,74,74.0,52.22,36.02,1.45,1.7763,0.4658,0.524,0.3832,0.0,0.3832,2,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0009_right_mid_clear_large__null,c0009,null_edit,right,mid,clear,medial,large,336697422,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.7339,0.5156,0.6617,0.4434,0.8062,0.5879,74,74.0,10.42,36.02,0.2894,0.2132,0.4658,0.524,0.0,0.0,0.0,1,fraction_of_image,"Normal left lung parenchyma, no focal abnormality",0.3,7.5,200
c0009_right_mid_moderate_large,c0009,lesion,right,mid,moderate,lateral,large,1331660465,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.8073,0.5156,0.735,0.4434,0.8795,0.5879,74,74.0,51.0,47.13,1.0822,1.4355,0.6385,0.524,0.969,0.0,0.969,3,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0009_right_mid_on_structure_large,c0009,lesion,right,mid,on_structure,medial,large,886482405,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.6606,0.5156,0.5883,0.4434,0.7328,0.5879,74,74.0,41.61,59.39,0.7006,0.9325,0.9084,0.524,0.0,0.0,0.0,1,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0009_right_lower_clear_small,c0009,lesion,right,lower,clear,lateral,small,1949357551,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.7946,0.707,0.7487,0.6611,0.8405,0.7529,47,47.0,25.09,27.71,0.9054,1.218,0.7709,0.6674,0.9084,0.0,0.9084,2,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0009_right_lower_moderate_small,c0009,lesion,right,lower,moderate,lateral,small,1425978207,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.8874,0.707,0.8415,0.6611,0.9333,0.7529,47,47.0,6.06,51.5,0.1177,-0.019,0.9332,0.6674,0.7962,0.0,0.7962,2,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0009_right_lower_on_structure_small,c0009,lesion,right,lower,on_structure,medial,small,128569198,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.6754,0.707,0.6295,0.6611,0.7213,0.7529,47,47.0,5.22,26.18,0.1995,-0.0496,1.3604,0.6674,0.0,0.0,0.0,2,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0009_right_lower_clear_medium,c0009,lesion,right,lower,clear,lateral,medium,1592359393,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.7668,0.707,0.7082,0.6484,0.8254,0.7656,60,60.0,22.11,38.06,0.5809,0.7254,0.7827,0.6195,0.7735,0.0,0.7735,2,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0009_right_lower_moderate_medium,c0009,lesion,right,lower,moderate,lateral,medium,1919042932,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.874,0.707,0.8154,0.6484,0.9326,0.7656,60,60.0,10.91,57.05,0.1911,0.1927,0.9086,0.6195,0.9429,0.0,0.9429,2,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0009_right_lower_on_structure_medium,c0009,lesion,right,lower,on_structure,medial,medium,1978609575,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.6477,0.707,0.5891,0.6484,0.7062,0.7656,60,60.0,5.24,36.64,0.1431,-0.0754,1.3504,0.6195,0.0,0.0,0.0,3,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0009_right_lower_clear_large,c0009,lesion,right,lower,clear,lateral,large,864603599,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.8073,0.707,0.735,0.6348,0.8795,0.7793,74,74.0,29.88,34.72,0.8605,1.2621,0.7808,0.5857,0.9552,0.0,0.9552,2,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0009_right_lower_clear_large__null,c0009,null_edit,right,lower,clear,lateral,large,864603599,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.8073,0.707,0.735,0.6348,0.8795,0.7793,74,74.0,7.03,34.72,0.2024,-0.0321,0.7808,0.5857,0.0826,0.0,0.0826,1,fraction_of_image,"Normal left lung parenchyma, no focal abnormality",0.3,7.5,200
c0009_right_lower_moderate_large,c0009,lesion,right,lower,moderate,medial,large,2024335768,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.7549,0.707,0.6826,0.6348,0.8271,0.7793,74,74.0,20.33,37.36,0.544,0.6316,0.8848,0.5857,0.5092,0.0,0.5092,1,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0009_right_lower_on_structure_large,c0009,lesion,right,lower,on_structure,medial,large,42755596,1948,1528,210,0,1528,0.33508,40,0.5742,0.1738,0.9355,0.8574,0.6501,0.707,0.5778,0.6348,0.7224,0.7793,74,74.0,5.56,50.52,0.1101,-0.0573,1.3427,0.5857,0.0,0.0,0.0,0,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0012_left_upper_clear_small,c0012,lesion,left,upper,clear,medial,small,31316688,2269,2329,0,30,2269,0.22565,45,0.0762,0.1328,0.4492,0.7852,0.318,0.2763,0.2721,0.2304,0.3639,0.3222,47,47.0,72.82,31.83,2.2878,2.9167,0.4254,1.1267,0.987,0.0,0.987,3,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0012_left_upper_moderate_small,c0012,lesion,left,upper,moderate,medial,small,1139016669,2269,2329,0,30,2269,0.22565,45,0.0762,0.1328,0.4492,0.7852,0.3734,0.2763,0.3275,0.2304,0.4193,0.3222,47,47.0,63.14,37.13,1.7006,2.3629,0.5141,1.1267,0.173,0.0,0.173,2,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0012_left_upper_on_structure_small,c0012,lesion,left,upper,on_structure,lateral,small,675055253,2269,2329,0,30,2269,0.22565,45,0.0762,0.1328,0.4492,0.7852,0.1244,0.2763,0.0785,0.2304,0.1703,0.3222,47,47.0,5.95,38.41,0.1548,-0.0852,1.4704,1.1267,0.0,0.0,0.0,0,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0012_left_upper_clear_medium,c0012,lesion,left,upper,clear,medial,medium,492409475,2269,2329,0,30,2269,0.22565,45,0.0762,0.1328,0.4492,0.7852,0.3127,0.2763,0.2541,0.2177,0.3713,0.3349,60,60.0,72.11,30.47,2.3663,2.9936,0.4246,1.1066,0.9776,0.0,0.9776,2,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0012_left_upper_moderate_medium,c0012,lesion,left,upper,moderate,medial,medium,650101329,2269,2329,0,30,2269,0.22565,45,0.0762,0.1328,0.4492,0.7852,0.3752,0.2763,0.3166,0.2177,0.4338,0.3349,60,60.0,60.47,54.11,1.1174,1.5157,0.5098,1.1066,0.4705,0.0,0.4705,2,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0012_left_upper_on_structure_medium,c0012,lesion,left,upper,on_structure,lateral,medium,887412101,2269,2329,0,30,2269,0.22565,45,0.0762,0.1328,0.4492,0.7852,0.1627,0.2763,0.1041,0.2177,0.2213,0.3349,60,60.0,8.24,58.05,0.142,0.0355,1.3939,1.1066,0.0,0.0,0.0,2,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0012_left_upper_clear_large,c0012,lesion,left,upper,clear,medial,large,198878904,2269,2329,0,30,2269,0.22565,45,0.0762,0.1328,0.4492,0.7852,0.307,0.2763,0.2347,0.2041,0.3792,0.3486,74,74.0,72.75,39.85,1.8255,2.3172,0.4348,0.9873,0.9587,0.0,0.9587,4,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0012_left_upper_clear_large__null,c0012,null_edit,left,upper,clear,medial,large,198878904,2269,2329,0,30,2269,0.22565,45,0.0762,0.1328,0.4492,0.7852,0.307,0.2763,0.2347,0.2041,0.3792,0.3486,74,74.0,10.71,39.85,0.2688,0.1286,0.4348,0.9873,0.0803,0.0,0.0803,3,fraction_of_image,"Normal right lung parenchyma, no focal abnormality",0.3,7.5,200
c0012_left_upper_moderate_large,c0012,lesion,left,upper,moderate,lateral,large,733042589,2269,2329,0,30,2269,0.22565,45,0.0762,0.1328,0.4492,0.7852,0.2516,0.2763,0.1794,0.2041,0.3239,0.3486,74,74.0,57.83,59.6,0.9703,1.2978,0.4936,0.9873,0.9663,0.0,0.9663,4,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0012_left_upper_on_structure_large,c0012,lesion,left,upper,on_structure,lateral,large,743614472,2269,2329,0,30,2269,0.22565,45,0.0762,0.1328,0.4492,0.7852,0.1742,0.2763,0.1019,0.2041,0.2464,0.3486,74,74.0,11.34,57.18,0.1983,-0.0186,1.2231,0.9873,0.697,0.0,0.697,2,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0012_left_mid_clear_small,c0012,lesion,left,mid,clear,medial,small,599810466,2269,2329,0,30,2269,0.22565,45,0.0762,0.1328,0.4492,0.7852,0.3319,0.459,0.286,0.4131,0.3778,0.5049,47,47.0,78.24,24.46,3.199,4.2912,0.5872,1.1098,0.9748,0.0,0.9748,2,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0012_left_mid_moderate_small,c0012,lesion,left,mid,moderate,medial,small,863420073,2269,2329,0,30,2269,0.22565,45,0.0762,0.1328,0.4492,0.7852,0.3595,0.459,0.3136,0.4131,0.4054,0.5049,47,47.0,52.23,34.04,1.5344,2.1638,0.784,1.1098,0.9428,0.0,0.9428,4,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0012_left_mid_on_structure_small,c0012,lesion,left,mid,on_structure,lateral,small,789797427,2269,2329,0,30,2269,0.22565,45,0.0762,0.1328,0.4492,0.7852,0.152,0.459,0.1061,0.4131,0.1979,0.5049,47,47.0,23.11,46.07,0.5016,0.4681,1.2921,1.1098,0.9645,0.0,0.9645,3,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0012_left_mid_clear_medium,c0012,lesion,left,mid,clear,medial,medium,753283367,2269,2329,0,30,2269,0.22565,45,0.0762,0.1328,0.4492,0.7852,0.2877,0.459,0.2291,0.4004,0.3463,0.5176,60,60.0,70.68,26.7,2.6473,3.2977,0.58,0.9191,0.9874,0.0,0.9874,2,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0012_left_mid_moderate_medium,c0012,lesion,left,mid,moderate,medial,medium,1838484101,2269,2329,0,30,2269,0.22565,45,0.0762,0.1328,0.4492,0.7852,0.3502,0.459,0.2916,0.4004,0.4088,0.5176,60,60.0,63.29,39.82,1.5894,2.0937,0.7544,0.9191,0.9347,0.0,0.9347,1,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0012_left_mid_on_structure_medium,c0012,lesion,left,mid,on_structure,lateral,medium,1000901262,2269,2329,0,30,2269,0.22565,45,0.0762,0.1328,0.4492,0.7852,0.1627,0.459,0.1041,0.4004,0.2213,0.5176,60,60.0,60.13,52.54,1.1444,1.2739,1.1704,0.9191,0.9713,0.0,0.9713,3,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0012_left_mid_clear_large,c0012,lesion,left,mid,clear,medial,large,1872013382,2269,2329,0,30,2269,0.22565,45,0.0762,0.1328,0.4492,0.7852,0.2848,0.459,0.2126,0.3867,0.3571,0.5312,74,74.0,75.92,30.34,2.5026,3.1803,0.5856,0.7415,0.9695,0.0,0.9695,3,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
